node	r(thre.)	deg_hist	deg_dist
57	0.010000	2	0.031250
58	0.010000	0	0.
59	0.010000	0	0.
60	0.010000	3	0.046875
61	0.010000	6	0.093750
62	0.010000	1	0.015625
63	0.010000	50	0.781250
64	0.010000	0	0.

0	0.020000	0	0.
1	0.020000	0	0.
2	0.020000	0	0.
3	0.020000	0	0.
4	0.020000	0	0.
5	0.020000	0	0.
6	0.020000	0	0.
7	0.020000	0	0.
8	0.020000	0	0.
9	0.020000	0	0.
10	0.020000	0	0.
11	0.020000	0	0.
12	0.020000	0	0.
13	0.020000	0	0.
14	0.020000	0	0.
15	0.020000	0	0.
16	0.020000	0	0.
17	0.020000	0	0.
18	0.020000	0	0.
19	0.020000	0	0.
20	0.020000	0	0.
21	0.020000	0	0.
22	0.020000	0	0.
23	0.020000	0	0.
24	0.020000	0	0.
25	0.020000	0	0.
26	0.020000	0	0.
27	0.020000	0	0.
28	0.020000	0	0.
29	0.020000	0	0.
30	0.020000	0	0.
31	0.020000	0	0.
32	0.020000	0	0.
33	0.020000	0	0.
34	0.020000	0	0.
35	0.020000	0	0.
36	0.020000	0	0.
37	0.020000	0	0.
38	0.020000	0	0.
39	0.020000	0	0.
40	0.020000	0	0.
41	0.020000	0	0.
42	0.020000	0	0.
43	0.020000	0	0.
44	0.020000	0	0.
45	0.020000	0	0.
46	0.020000	0	0.
47	0.020000	0	0.
48	0.020000	0	0.
49	0.020000	0	0.
50	0.020000	0	0.
51	0.020000	0	0.
52	0.020000	0	0.
53	0.020000	0	0.
54	0.020000	0	0.
55	0.020000	1	0.015625
56	0.020000	3	0.046875
57	0.020000	0	0.
58	0.020000	0	0.
59	0.020000	0	0.
60	0.020000	3	0.046875
61	0.020000	7	0.109375
62	0.020000	2	0.031250
63	0.020000	48	0.750000
64	0.020000	0	0.

0	0.030000	0	0.
1	0.030000	0	0.
2	0.030000	0	0.
3	0.030000	0	0.
4	0.030000	0	0.
5	0.030000	0	0.
6	0.030000	0	0.
7	0.030000	0	0.
8	0.030000	0	0.
9	0.030000	0	0.
10	0.030000	0	0.
11	0.030000	0	0.
12	0.030000	0	0.
13	0.030000	0	0.
14	0.030000	0	0.
15	0.030000	0	0.
16	0.030000	0	0.
17	0.030000	0	0.
18	0.030000	0	0.
19	0.030000	0	0.
20	0.030000	0	0.
21	0.030000	0	0.
22	0.030000	0	0.
23	0.030000	0	0.
24	0.030000	0	0.
25	0.030000	0	0.
26	0.030000	0	0.
27	0.030000	0	0.
28	0.030000	0	0.
29	0.030000	0	0.
30	0.030000	0	0.
31	0.030000	0	0.
32	0.030000	0	0.
33	0.030000	0	0.
34	0.030000	0	0.
35	0.030000	0	0.
36	0.030000	0	0.
37	0.030000	0	0.
38	0.030000	0	0.
39	0.030000	0	0.
40	0.030000	0	0.
41	0.030000	0	0.
42	0.030000	0	0.
43	0.030000	0	0.
44	0.030000	0	0.
45	0.030000	0	0.
46	0.030000	0	0.
47	0.030000	0	0.
48	0.030000	0	0.
49	0.030000	0	0.
50	0.030000	0	0.
51	0.030000	0	0.
52	0.030000	0	0.
53	0.030000	0	0.
54	0.030000	1	0.015625
55	0.030000	2	0.031250
56	0.030000	1	0.015625
57	0.030000	0	0.
58	0.030000	1	0.015625
59	0.030000	2	0.031250
60	0.030000	4	0.062500
61	0.030000	4	0.062500
62	0.030000	3	0.046875
63	0.030000	46	0.718750
64	0.030000	0	0.

0	0.040000	0	0.
1	0.040000	0	0.
2	0.040000	0	0.
3	0.040000	0	0.
4	0.040000	0	0.
5	0.040000	0	0.
6	0.040000	0	0.
7	0.040000	0	0.
8	0.040000	0	0.
9	0.040000	0	0.
10	0.040000	0	0.
11	0.040000	0	0.
12	0.040000	0	0.
13	0.040000	0	0.
14	0.040000	0	0.
15	0.040000	0	0.
16	0.040000	0	0.
17	0.040000	0	0.
18	0.040000	0	0.
19	0.040000	0	0.
20	0.040000	0	0.
21	0.040000	0	0.
22	0.040000	0	0.
23	0.040000	0	0.
24	0.040000	0	0.
25	0.040000	0	0.
26	0.040000	0	0.
27	0.040000	0	0.
28	0.040000	0	0.
29	0.040000	0	0.
30	0.040000	0	0.
31	0.040000	0	0.
32	0.040000	0	0.
33	0.040000	0	0.
34	0.040000	0	0.
35	0.040000	0	0.
36	0.040000	0	0.
37	0.040000	0	0.
38	0.040000	0	0.
39	0.040000	0	0.
40	0.040000	0	0.
41	0.040000	0	0.
42	0.040000	0	0.
43	0.040000	0	0.
44	0.040000	0	0.
45	0.040000	0	0.
46	0.040000	0	0.
47	0.040000	0	0.
48	0.040000	0	0.
49	0.040000	0	0.
50	0.040000	0	0.
51	0.040000	0	0.
52	0.040000	0	0.
53	0.040000	0	0.
54	0.040000	1	0.015625
55	0.040000	3	0.046875
56	0.040000	0	0.
57	0.040000	1	0.015625
58	0.040000	1	0.015625
59	0.040000	1	0.015625
60	0.040000	4	0.062500
61	0.040000	6	0.093750
62	0.040000	2	0.031250
63	0.040000	45	0.703125
64	0.040000	0	0.

0	0.050000	0	0.
1	0.050000	0	0.
2	0.050000	0	0.
3	0.050000	0	0.
4	0.050000	0	0.
5	0.050000	0	0.
6	0.050000	0	0.
7	0.050000	0	0.
8	0.050000	0	0.
9	0.050000	0	0.
10	0.050000	0	0.
11	0.050000	0	0.
12	0.050000	0	0.
13	0.050000	0	0.
14	0.050000	0	0.
15	0.050000	0	0.
16	0.050000	0	0.
17	0.050000	0	0.
18	0.050000	0	0.
19	0.050000	0	0.
20	0.050000	0	0.
21	0.050000	0	0.
22	0.050000	0	0.
23	0.050000	0	0.
24	0.050000	0	0.
25	0.050000	0	0.
26	0.050000	0	0.
27	0.050000	0	0.
28	0.050000	0	0.
29	0.050000	0	0.
30	0.050000	0	0.
31	0.050000	0	0.
32	0.050000	0	0.
33	0.050000	0	0.
34	0.050000	0	0.
35	0.050000	0	0.
36	0.050000	0	0.
37	0.050000	0	0.
38	0.050000	0	0.
39	0.050000	0	0.
40	0.050000	0	0.
41	0.050000	0	0.
42	0.050000	0	0.
43	0.050000	0	0.
44	0.050000	0	0.
45	0.050000	0	0.
46	0.050000	0	0.
47	0.050000	0	0.
48	0.050000	0	0.
49	0.050000	0	0.
50	0.050000	0	0.
51	0.050000	0	0.
52	0.050000	0	0.
53	0.050000	1	0.015625
54	0.050000	3	0.046875
55	0.050000	2	0.031250
56	0.050000	0	0.
57	0.050000	0	0.
58	0.050000	2	0.031250
59	0.050000	4	0.062500
60	0.050000	3	0.046875
61	0.050000	4	0.062500
62	0.050000	4	0.062500
63	0.050000	41	0.640625
64	0.050000	0	0.

0	0.060000	0	0.
1	0.060000	0	0.
2	0.060000	0	0.
3	0.060000	0	0.
4	0.060000	0	0.
5	0.060000	0	0.
6	0.060000	0	0.
7	0.060000	0	0.
8	0.060000	0	0.
9	0.060000	0	0.
10	0.060000	0	0.
11	0.060000	0	0.
12	0.060000	0	0.
13	0.060000	0	0.
14	0.060000	0	0.
15	0.060000	0	0.
16	0.060000	0	0.
17	0.060000	0	0.
18	0.060000	0	0.
19	0.060000	0	0.
20	0.060000	0	0.
21	0.060000	0	0.
22	0.060000	0	0.
23	0.060000	0	0.
24	0.060000	0	0.
25	0.060000	0	0.
26	0.060000	0	0.
27	0.060000	0	0.
28	0.060000	0	0.
29	0.060000	0	0.
30	0.060000	0	0.
31	0.060000	0	0.
32	0.060000	0	0.
33	0.060000	0	0.
34	0.060000	0	0.
35	0.060000	0	0.
36	0.060000	0	0.
37	0.060000	0	0.
38	0.060000	0	0.
39	0.060000	0	0.
40	0.060000	0	0.
41	0.060000	0	0.
42	0.060000	0	0.
43	0.060000	0	0.
44	0.060000	0	0.
45	0.060000	0	0.
46	0.060000	0	0.
47	0.060000	0	0.
48	0.060000	0	0.
49	0.060000	0	0.
50	0.060000	0	0.
51	0.060000	0	0.
52	0.060000	1	0.015625
53	0.060000	3	0.046875
54	0.060000	1	0.015625
55	0.060000	1	0.015625
56	0.060000	0	0.
57	0.060000	1	0.015625
58	0.060000	2	0.031250
59	0.060000	5	0.078125
60	0.060000	3	0.046875
61	0.060000	3	0.046875
62	0.060000	5	0.078125
63	0.060000	39	0.609375
64	0.060000	0	0.

0	0.070000	0	0.
1	0.070000	0	0.
2	0.070000	0	0.
3	0.070000	0	0.
4	0.070000	0	0.
5	0.070000	0	0.
6	0.070000	0	0.
7	0.070000	0	0.
8	0.070000	0	0.
9	0.070000	0	0.
10	0.070000	0	0.
11	0.070000	0	0.
12	0.070000	0	0.
13	0.070000	0	0.
14	0.070000	0	0.
15	0.070000	0	0.
16	0.070000	0	0.
17	0.070000	0	0.
18	0.070000	0	0.
19	0.070000	0	0.
20	0.070000	0	0.
21	0.070000	0	0.
22	0.070000	0	0.
23	0.070000	0	0.
24	0.070000	0	0.
25	0.070000	0	0.
26	0.070000	0	0.
27	0.070000	0	0.
28	0.070000	0	0.
29	0.070000	0	0.
30	0.070000	0	0.
31	0.070000	0	0.
32	0.070000	0	0.
33	0.070000	0	0.
34	0.070000	0	0.
35	0.070000	0	0.
36	0.070000	0	0.
37	0.070000	0	0.
38	0.070000	0	0.
39	0.070000	0	0.
40	0.070000	0	0.
41	0.070000	0	0.
42	0.070000	0	0.
43	0.070000	0	0.
44	0.070000	0	0.
45	0.070000	0	0.
46	0.070000	0	0.
47	0.070000	0	0.
48	0.070000	0	0.
49	0.070000	0	0.
50	0.070000	1	0.015625
51	0.070000	0	0.
52	0.070000	3	0.046875
53	0.070000	2	0.031250
54	0.070000	0	0.
55	0.070000	2	0.031250
56	0.070000	0	0.
57	0.070000	1	0.015625
58	0.070000	2	0.031250
59	0.070000	7	0.109375
60	0.070000	1	0.015625
61	0.070000	2	0.031250
62	0.070000	9	0.140625
63	0.070000	34	0.531250
64	0.070000	0	0.

0	0.080000	0	0.
1	0.080000	0	0.
2	0.080000	0	0.
3	0.080000	0	0.
4	0.080000	0	0.
5	0.080000	0	0.
6	0.080000	0	0.
7	0.080000	0	0.
8	0.080000	0	0.
9	0.080000	0	0.
10	0.080000	0	0.
11	0.080000	0	0.
12	0.080000	0	0.
13	0.080000	0	0.
14	0.080000	0	0.
15	0.080000	0	0.
16	0.080000	0	0.
17	0.080000	0	0.
18	0.080000	0	0.
19	0.080000	0	0.
20	0.080000	0	0.
21	0.080000	0	0.
22	0.080000	0	0.
23	0.080000	0	0.
24	0.080000	0	0.
25	0.080000	0	0.
26	0.080000	0	0.
27	0.080000	0	0.
28	0.080000	0	0.
29	0.080000	0	0.
30	0.080000	0	0.
31	0.080000	0	0.
32	0.080000	0	0.
33	0.080000	0	0.
34	0.080000	0	0.
35	0.080000	0	0.
36	0.080000	0	0.
37	0.080000	0	0.
38	0.080000	0	0.
39	0.080000	0	0.
40	0.080000	0	0.
41	0.080000	0	0.
42	0.080000	0	0.
43	0.080000	0	0.
44	0.080000	0	0.
45	0.080000	0	0.
46	0.080000	0	0.
47	0.080000	0	0.
48	0.080000	0	0.
49	0.080000	0	0.
50	0.080000	1	0.015625
51	0.080000	2	0.031250
52	0.080000	2	0.031250
53	0.080000	1	0.015625
54	0.080000	1	0.015625
55	0.080000	1	0.015625
56	0.080000	0	0.
57	0.080000	2	0.031250
58	0.080000	2	0.031250
59	0.080000	6	0.093750
60	0.080000	3	0.046875
61	0.080000	2	0.031250
62	0.080000	9	0.140625
63	0.080000	32	0.500000
64	0.080000	0	0.

0	0.090000	0	0.
1	0.090000	0	0.
2	0.090000	0	0.
3	0.090000	0	0.
4	0.090000	0	0.
5	0.090000	0	0.
6	0.090000	0	0.
7	0.090000	0	0.
8	0.090000	0	0.
9	0.090000	0	0.
10	0.090000	0	0.
11	0.090000	0	0.
12	0.090000	0	0.
13	0.090000	0	0.
14	0.090000	0	0.
15	0.090000	0	0.
16	0.090000	0	0.
17	0.090000	0	0.
18	0.090000	0	0.
19	0.090000	0	0.
20	0.090000	0	0.
21	0.090000	0	0.
22	0.090000	0	0.
23	0.090000	0	0.
24	0.090000	0	0.
25	0.090000	0	0.
26	0.090000	0	0.
27	0.090000	0	0.
28	0.090000	0	0.
29	0.090000	0	0.
30	0.090000	0	0.
31	0.090000	0	0.
32	0.090000	0	0.
33	0.090000	0	0.
34	0.090000	0	0.
35	0.090000	0	0.
36	0.090000	0	0.
37	0.090000	0	0.
38	0.090000	0	0.
39	0.090000	0	0.
40	0.090000	0	0.
41	0.090000	0	0.
42	0.090000	0	0.
43	0.090000	0	0.
44	0.090000	0	0.
45	0.090000	0	0.
46	0.090000	0	0.
47	0.090000	0	0.
48	0.090000	0	0.
49	0.090000	1	0.015625
50	0.090000	2	0.031250
51	0.090000	2	0.031250
52	0.090000	0	0.
53	0.090000	1	0.015625
54	0.090000	1	0.015625
55	0.090000	1	0.015625
56	0.090000	2	0.031250
57	0.090000	5	0.078125
58	0.090000	1	0.015625
59	0.090000	4	0.062500
60	0.090000	3	0.046875
61	0.090000	4	0.062500
62	0.090000	9	0.140625
63	0.090000	28	0.437500
64	0.090000	0	0.

0	0.100000	0	0.
1	0.100000	0	0.
2	0.100000	0	0.
3	0.100000	0	0.
4	0.100000	0	0.
5	0.100000	0	0.
6	0.100000	0	0.
7	0.100000	0	0.
8	0.100000	0	0.
9	0.100000	0	0.
10	0.100000	0	0.
11	0.100000	0	0.
12	0.100000	0	0.
13	0.100000	0	0.
14	0.100000	0	0.
15	0.100000	0	0.
16	0.100000	0	0.
17	0.100000	0	0.
18	0.100000	0	0.
19	0.100000	0	0.
20	0.100000	0	0.
21	0.100000	0	0.
22	0.100000	0	0.
23	0.100000	0	0.
24	0.100000	0	0.
25	0.100000	0	0.
26	0.100000	0	0.
27	0.100000	0	0.
28	0.100000	0	0.
29	0.100000	0	0.
30	0.100000	0	0.
31	0.100000	0	0.
32	0.100000	0	0.
33	0.100000	0	0.
34	0.100000	0	0.
35	0.100000	0	0.
36	0.100000	0	0.
37	0.100000	0	0.
38	0.100000	0	0.
39	0.100000	0	0.
40	0.100000	0	0.
41	0.100000	0	0.
42	0.100000	0	0.
43	0.100000	0	0.
44	0.100000	0	0.
45	0.100000	0	0.
46	0.100000	0	0.
47	0.100000	0	0.
48	0.100000	0	0.
49	0.100000	2	0.031250
50	0.100000	2	0.031250
51	0.100000	1	0.015625
52	0.100000	0	0.
53	0.100000	4	0.062500
54	0.100000	2	0.031250
55	0.100000	1	0.015625
56	0.100000	1	0.015625
57	0.100000	3	0.046875
58	0.100000	2	0.031250
59	0.100000	2	0.031250
60	0.100000	4	0.062500
61	0.100000	6	0.093750
62	0.100000	9	0.140625
63	0.100000	25	0.390625
64	0.100000	0	0.

0	0.110000	0	0.
1	0.110000	0	0.
2	0.110000	0	0.
3	0.110000	0	0.
4	0.110000	0	0.
5	0.110000	0	0.
6	0.110000	0	0.
7	0.110000	0	0.
8	0.110000	0	0.
9	0.110000	0	0.
10	0.110000	0	0.
11	0.110000	0	0.
12	0.110000	0	0.
13	0.110000	0	0.
14	0.110000	0	0.
15	0.110000	0	0.
16	0.110000	0	0.
17	0.110000	0	0.
18	0.110000	0	0.
19	0.110000	0	0.
20	0.110000	0	0.
21	0.110000	0	0.
22	0.110000	0	0.
23	0.110000	0	0.
24	0.110000	0	0.
25	0.110000	0	0.
26	0.110000	0	0.
27	0.110000	0	0.
28	0.110000	0	0.
29	0.110000	0	0.
30	0.110000	0	0.
31	0.110000	0	0.
32	0.110000	0	0.
33	0.110000	0	0.
34	0.110000	0	0.
35	0.110000	0	0.
36	0.110000	0	0.
37	0.110000	0	0.
38	0.110000	0	0.
39	0.110000	0	0.
40	0.110000	0	0.
41	0.110000	0	0.
42	0.110000	0	0.
43	0.110000	0	0.
44	0.110000	0	0.
45	0.110000	0	0.
46	0.110000	0	0.
47	0.110000	1	0.015625
48	0.110000	1	0.015625
49	0.110000	3	0.046875
50	0.110000	1	0.015625
51	0.110000	2	0.031250
52	0.110000	1	0.015625
53	0.110000	2	0.031250
54	0.110000	0	0.
55	0.110000	1	0.015625
56	0.110000	5	0.078125
57	0.110000	1	0.015625
58	0.110000	3	0.046875
59	0.110000	5	0.078125
60	0.110000	3	0.046875
61	0.110000	4	0.062500
62	0.110000	10	0.156250
63	0.110000	21	0.328125
64	0.110000	0	0.

0	0.120000	0	0.
1	0.120000	0	0.
2	0.120000	0	0.
3	0.120000	0	0.
4	0.120000	0	0.
5	0.120000	0	0.
6	0.120000	0	0.
7	0.120000	0	0.
8	0.120000	0	0.
9	0.120000	0	0.
10	0.120000	0	0.
11	0.120000	0	0.
12	0.120000	0	0.
13	0.120000	0	0.
14	0.120000	0	0.
15	0.120000	0	0.
16	0.120000	0	0.
17	0.120000	0	0.
18	0.120000	0	0.
19	0.120000	0	0.
20	0.120000	0	0.
21	0.120000	0	0.
22	0.120000	0	0.
23	0.120000	0	0.
24	0.120000	0	0.
25	0.120000	0	0.
26	0.120000	0	0.
27	0.120000	0	0.
28	0.120000	0	0.
29	0.120000	0	0.
30	0.120000	0	0.
31	0.120000	0	0.
32	0.120000	0	0.
33	0.120000	0	0.
34	0.120000	0	0.
35	0.120000	0	0.
36	0.120000	0	0.
37	0.120000	0	0.
38	0.120000	0	0.
39	0.120000	0	0.
40	0.120000	0	0.
41	0.120000	0	0.
42	0.120000	0	0.
43	0.120000	0	0.
44	0.120000	0	0.
45	0.120000	1	0.015625
46	0.120000	2	0.031250
47	0.120000	1	0.015625
48	0.120000	2	0.031250
49	0.120000	1	0.015625
50	0.120000	1	0.015625
51	0.120000	1	0.015625
52	0.120000	1	0.015625
53	0.120000	2	0.031250
54	0.120000	2	0.031250
55	0.120000	3	0.046875
56	0.120000	5	0.078125
57	0.120000	2	0.031250
58	0.120000	5	0.078125
59	0.120000	3	0.046875
60	0.120000	2	0.031250
61	0.120000	5	0.078125
62	0.120000	8	0.125000
63	0.120000	17	0.265625
64	0.120000	0	0.

0	0.130000	0	0.
1	0.130000	0	0.
2	0.130000	0	0.
3	0.130000	0	0.
4	0.130000	0	0.
5	0.130000	0	0.
6	0.130000	0	0.
7	0.130000	0	0.
8	0.130000	0	0.
9	0.130000	0	0.
10	0.130000	0	0.
11	0.130000	0	0.
12	0.130000	0	0.
13	0.130000	0	0.
14	0.130000	0	0.
15	0.130000	0	0.
16	0.130000	0	0.
17	0.130000	0	0.
18	0.130000	0	0.
19	0.130000	0	0.
20	0.130000	0	0.
21	0.130000	0	0.
22	0.130000	0	0.
23	0.130000	0	0.
24	0.130000	0	0.
25	0.130000	0	0.
26	0.130000	0	0.
27	0.130000	0	0.
28	0.130000	0	0.
29	0.130000	0	0.
30	0.130000	0	0.
31	0.130000	0	0.
32	0.130000	0	0.
33	0.130000	0	0.
34	0.130000	0	0.
35	0.130000	0	0.
36	0.130000	0	0.
37	0.130000	0	0.
38	0.130000	0	0.
39	0.130000	1	0.015625
40	0.130000	0	0.
41	0.130000	0	0.
42	0.130000	0	0.
43	0.130000	1	0.015625
44	0.130000	1	0.015625
45	0.130000	1	0.015625
46	0.130000	2	0.031250
47	0.130000	2	0.031250
48	0.130000	0	0.
49	0.130000	0	0.
50	0.130000	0	0.
51	0.130000	1	0.015625
52	0.130000	2	0.031250
53	0.130000	3	0.046875
54	0.130000	6	0.093750
55	0.130000	3	0.046875
56	0.130000	3	0.046875
57	0.130000	3	0.046875
58	0.130000	5	0.078125
59	0.130000	2	0.031250
60	0.130000	1	0.015625
61	0.130000	8	0.125000
62	0.130000	6	0.093750
63	0.130000	13	0.203125
64	0.130000	0	0.

0	0.140000	0	0.
1	0.140000	0	0.
2	0.140000	0	0.
3	0.140000	0	0.
4	0.140000	0	0.
5	0.140000	0	0.
6	0.140000	0	0.
7	0.140000	0	0.
8	0.140000	0	0.
9	0.140000	0	0.
10	0.140000	0	0.
11	0.140000	0	0.
12	0.140000	0	0.
13	0.140000	0	0.
14	0.140000	0	0.
15	0.140000	0	0.
16	0.140000	0	0.
17	0.140000	0	0.
18	0.140000	0	0.
19	0.140000	0	0.
20	0.140000	0	0.
21	0.140000	0	0.
22	0.140000	0	0.
23	0.140000	0	0.
24	0.140000	0	0.
25	0.140000	0	0.
26	0.140000	0	0.
27	0.140000	0	0.
28	0.140000	0	0.
29	0.140000	0	0.
30	0.140000	0	0.
31	0.140000	0	0.
32	0.140000	0	0.
33	0.140000	0	0.
34	0.140000	0	0.
35	0.140000	0	0.
36	0.140000	1	0.015625
37	0.140000	0	0.
38	0.140000	0	0.
39	0.140000	0	0.
40	0.140000	0	0.
41	0.140000	1	0.015625
42	0.140000	1	0.015625
43	0.140000	1	0.015625
44	0.140000	0	0.
45	0.140000	3	0.046875
46	0.140000	1	0.015625
47	0.140000	1	0.015625
48	0.140000	1	0.015625
49	0.140000	0	0.
50	0.140000	3	0.046875
51	0.140000	0	0.
52	0.140000	6	0.093750
53	0.140000	2	0.031250
54	0.140000	5	0.078125
55	0.140000	2	0.031250
56	0.140000	1	0.015625
57	0.140000	5	0.078125
58	0.140000	3	0.046875
59	0.140000	1	0.015625
60	0.140000	6	0.093750
61	0.140000	4	0.062500
62	0.140000	4	0.062500
63	0.140000	12	0.187500
64	0.140000	0	0.

0	0.150000	0	0.
1	0.150000	0	0.
2	0.150000	0	0.
3	0.150000	0	0.
4	0.150000	0	0.
5	0.150000	0	0.
6	0.150000	0	0.
7	0.150000	0	0.
8	0.150000	0	0.
9	0.150000	0	0.
10	0.150000	0	0.
11	0.150000	0	0.
12	0.150000	0	0.
13	0.150000	0	0.
14	0.150000	0	0.
15	0.150000	0	0.
16	0.150000	0	0.
17	0.150000	0	0.
18	0.150000	0	0.
19	0.150000	0	0.
20	0.150000	0	0.
21	0.150000	0	0.
22	0.150000	0	0.
23	0.150000	0	0.
24	0.150000	0	0.
25	0.150000	0	0.
26	0.150000	0	0.
27	0.150000	0	0.
28	0.150000	0	0.
29	0.150000	0	0.
30	0.150000	0	0.
31	0.150000	0	0.
32	0.150000	1	0.015625
33	0.150000	0	0.
34	0.150000	0	0.
35	0.150000	0	0.
36	0.150000	1	0.015625
37	0.150000	0	0.
38	0.150000	0	0.
39	0.150000	0	0.
40	0.150000	1	0.015625
41	0.150000	1	0.015625
42	0.150000	0	0.
43	0.150000	0	0.
44	0.150000	3	0.046875
45	0.150000	1	0.015625
46	0.150000	1	0.015625
47	0.150000	2	0.031250
48	0.150000	1	0.015625
49	0.150000	3	0.046875
50	0.150000	3	0.046875
51	0.150000	5	0.078125
52	0.150000	0	0.
53	0.150000	2	0.031250
54	0.150000	4	0.062500
55	0.150000	2	0.031250
56	0.150000	2	0.031250
57	0.150000	4	0.062500
58	0.150000	3	0.046875
59	0.150000	1	0.015625
60	0.150000	6	0.093750
61	0.150000	3	0.046875
62	0.150000	4	0.062500
63	0.150000	10	0.156250
64	0.150000	0	0.

0	0.160000	0	0.
1	0.160000	0	0.
2	0.160000	0	0.
3	0.160000	0	0.
4	0.160000	0	0.
5	0.160000	0	0.
6	0.160000	0	0.
7	0.160000	0	0.
8	0.160000	0	0.
9	0.160000	0	0.
10	0.160000	0	0.
11	0.160000	0	0.
12	0.160000	0	0.
13	0.160000	0	0.
14	0.160000	0	0.
15	0.160000	0	0.
16	0.160000	0	0.
17	0.160000	0	0.
18	0.160000	0	0.
19	0.160000	0	0.
20	0.160000	0	0.
21	0.160000	0	0.
22	0.160000	0	0.
23	0.160000	0	0.
24	0.160000	0	0.
25	0.160000	0	0.
26	0.160000	0	0.
27	0.160000	1	0.015625
28	0.160000	0	0.
29	0.160000	0	0.
30	0.160000	0	0.
31	0.160000	0	0.
32	0.160000	0	0.
33	0.160000	0	0.
34	0.160000	1	0.015625
35	0.160000	0	0.
36	0.160000	0	0.
37	0.160000	1	0.015625
38	0.160000	0	0.
39	0.160000	1	0.015625
40	0.160000	0	0.
41	0.160000	1	0.015625
42	0.160000	1	0.015625
43	0.160000	3	0.046875
44	0.160000	3	0.046875
45	0.160000	3	0.046875
46	0.160000	0	0.
47	0.160000	1	0.015625
48	0.160000	3	0.046875
49	0.160000	2	0.031250
50	0.160000	4	0.062500
51	0.160000	1	0.015625
52	0.160000	1	0.015625
53	0.160000	0	0.
54	0.160000	5	0.078125
55	0.160000	1	0.015625
56	0.160000	2	0.031250
57	0.160000	5	0.078125
58	0.160000	3	0.046875
59	0.160000	4	0.062500
60	0.160000	2	0.031250
61	0.160000	7	0.109375
62	0.160000	3	0.046875
63	0.160000	5	0.078125
64	0.160000	0	0.

0	0.170000	0	0.
1	0.170000	0	0.
2	0.170000	0	0.
3	0.170000	0	0.
4	0.170000	0	0.
5	0.170000	0	0.
6	0.170000	0	0.
7	0.170000	0	0.
8	0.170000	0	0.
9	0.170000	0	0.
10	0.170000	0	0.
11	0.170000	0	0.
12	0.170000	0	0.
13	0.170000	0	0.
14	0.170000	0	0.
15	0.170000	0	0.
16	0.170000	0	0.
17	0.170000	0	0.
