node	r(thre.)	count
41	0.480000	1
44	0.480000	1
45	0.480000	1
46	0.480000	1
47	0.480000	1
48	0.480000	1
49	0.480000	1
51	0.480000	1
53	0.480000	1
54	0.480000	1
56	0.480000	1
58	0.480000	1
60	0.480000	1
61	0.480000	1
62	0.480000	1
63	0.480000	1
9	0.480000	2
43	0.480000	2
16	0.480000	2
50	0.480000	2
21	0.480000	2
55	0.480000	2
4	0.480000	3
38	0.480000	3
5	0.480000	4
39	0.480000	4
18	0.480000	5
52	0.480000	5
57	0.480000	6
23	0.480000	6
25	0.480000	7
59	0.480000	7
8	0.480000	8
31	0.480000	9
42	0.480000	10

0	0.490000	1
1	0.490000	1
2	0.490000	1
3	0.490000	1
6	0.490000	1
7	0.490000	1
10	0.490000	1
11	0.490000	1
12	0.490000	1
13	0.490000	1
14	0.490000	1
15	0.490000	1
17	0.490000	1
19	0.490000	1
20	0.490000	1
24	0.490000	1
26	0.490000	1
27	0.490000	1
28	0.490000	1
29	0.490000	1
30	0.490000	1
32	0.490000	1
33	0.490000	1
34	0.490000	1
35	0.490000	1
36	0.490000	1
37	0.490000	1
40	0.490000	1
41	0.490000	1
44	0.490000	1
45	0.490000	1
46	0.490000	1
47	0.490000	1
48	0.490000	1
49	0.490000	1
51	0.490000	1
53	0.490000	1
54	0.490000	1
58	0.490000	1
60	0.490000	1
61	0.490000	1
62	0.490000	1
63	0.490000	1
9	0.490000	2
43	0.490000	2
16	0.490000	2
50	0.490000	2
21	0.490000	2
55	0.490000	2
4	0.490000	3
38	0.490000	3
5	0.490000	4
39	0.490000	4
18	0.490000	5
52	0.490000	5
56	0.490000	6
22	0.490000	6
57	0.490000	7
23	0.490000	7
8	0.490000	8
25	0.490000	9
31	0.490000	10
42	0.490000	11
59	0.490000	12

0	0.500000	1
1	0.500000	1
2	0.500000	1
3	0.500000	1
6	0.500000	1
7	0.500000	1
10	0.500000	1
11	0.500000	1
12	0.500000	1
13	0.500000	1
14	0.500000	1
15	0.500000	1
17	0.500000	1
19	0.500000	1
20	0.500000	1
27	0.500000	1
28	0.500000	1
29	0.500000	1
30	0.500000	1
32	0.500000	1
33	0.500000	1
34	0.500000	1
35	0.500000	1
36	0.500000	1
37	0.500000	1
40	0.500000	1
41	0.500000	1
44	0.500000	1
45	0.500000	1
46	0.500000	1
47	0.500000	1
48	0.500000	1
49	0.500000	1
51	0.500000	1
53	0.500000	1
54	0.500000	1
58	0.500000	1
60	0.500000	1
61	0.500000	1
62	0.500000	1
63	0.500000	1
9	0.500000	2
43	0.500000	2
16	0.500000	2
50	0.500000	2
21	0.500000	2
55	0.500000	2
4	0.500000	3
38	0.500000	3
5	0.500000	4
39	0.500000	4
18	0.500000	5
52	0.500000	5
56	0.500000	6
22	0.500000	6
57	0.500000	7
23	0.500000	7
8	0.500000	8
24	0.500000	9
25	0.500000	10
26	0.500000	11
31	0.500000	12
42	0.500000	13
59	0.500000	14

0	0.510000	1
1	0.510000	1
34	0.510000	1
35	0.510000	1
36	0.510000	1
40	0.510000	1
10	0.510000	1
44	0.510000	1
17	0.510000	1
51	0.510000	1
28	0.510000	1
29	0.510000	1
62	0.510000	1
63	0.510000	1
45	0.510000	2
7	0.510000	2
41	0.510000	2
11	0.510000	2
13	0.510000	2
14	0.510000	2
47	0.510000	2
48	0.510000	2
49	0.510000	2
20	0.510000	2
54	0.510000	2
15	0.510000	2
32	0.510000	3
2	0.510000	3
3	0.510000	3
37	0.510000	3
12	0.510000	3
46	0.510000	3
58	0.510000	3
60	0.510000	3
30	0.510000	3
9	0.510000	4
43	0.510000	4
16	0.510000	4
50	0.510000	4
21	0.510000	4
55	0.510000	4
33	0.510000	5
27	0.510000	5
61	0.510000	5
4	0.510000	6
38	0.510000	6
5	0.510000	7
39	0.510000	7
18	0.510000	8
52	0.510000	8
19	0.510000	9
53	0.510000	9
56	0.510000	10
22	0.510000	10
57	0.510000	11
23	0.510000	11
6	0.510000	12
8	0.510000	13
24	0.510000	14
25	0.510000	15
26	0.510000	16
31	0.510000	17
42	0.510000	18
59	0.510000	19

0	0.520000	1
1	0.520000	1
34	0.520000	1
35	0.520000	1
36	0.520000	1
40	0.520000	1
10	0.520000	1
44	0.520000	1
17	0.520000	1
51	0.520000	1
28	0.520000	1
29	0.520000	1
62	0.520000	1
63	0.520000	1
45	0.520000	2
7	0.520000	2
41	0.520000	2
11	0.520000	2
13	0.520000	2
14	0.520000	2
47	0.520000	2
48	0.520000	2
49	0.520000	2
20	0.520000	2
54	0.520000	2
15	0.520000	2
32	0.520000	3
2	0.520000	3
3	0.520000	3
37	0.520000	3
12	0.520000	3
46	0.520000	3
58	0.520000	3
60	0.520000	3
30	0.520000	3
16	0.520000	4
9	0.520000	4
50	0.520000	4
43	0.520000	4
33	0.520000	5
27	0.520000	5
61	0.520000	5
4	0.520000	6
38	0.520000	6
18	0.520000	7
52	0.520000	7
19	0.520000	8
53	0.520000	8
21	0.520000	9
55	0.520000	9
56	0.520000	10
22	0.520000	10
57	0.520000	11
23	0.520000	11
5	0.520000	12
6	0.520000	13
8	0.520000	14
24	0.520000	15
25	0.520000	16
26	0.520000	17
31	0.520000	18
39	0.520000	19
42	0.520000	20
59	0.520000	21

0	0.530000	1
1	0.530000	1
34	0.530000	1
35	0.530000	1
36	0.530000	1
40	0.530000	1
10	0.530000	1
44	0.530000	1
17	0.530000	1
51	0.530000	1
28	0.530000	1
29	0.530000	1
62	0.530000	1
63	0.530000	1
45	0.530000	2
7	0.530000	2
41	0.530000	2
11	0.530000	2
13	0.530000	2
14	0.530000	2
47	0.530000	2
48	0.530000	2
49	0.530000	2
20	0.530000	2
54	0.530000	2
15	0.530000	2
32	0.530000	3
2	0.530000	3
3	0.530000	3
37	0.530000	3
12	0.530000	3
46	0.530000	3
58	0.530000	3
60	0.530000	3
30	0.530000	3
16	0.530000	4
9	0.530000	4
50	0.530000	4
43	0.530000	4
4	0.530000	5
38	0.530000	5
18	0.530000	6
52	0.530000	6
19	0.530000	7
53	0.530000	7
21	0.530000	8
55	0.530000	8
56	0.530000	9
22	0.530000	9
57	0.530000	10
23	0.530000	10
27	0.530000	11
61	0.530000	11
5	0.530000	12
6	0.530000	13
8	0.530000	14
24	0.530000	15
25	0.530000	16
26	0.530000	17
31	0.530000	18
33	0.530000	19
39	0.530000	20
42	0.530000	21
59	0.530000	22

0	0.540000	1
1	0.540000	1
34	0.540000	1
35	0.540000	1
36	0.540000	1
40	0.540000	1
10	0.540000	1
44	0.540000	1
17	0.540000	1
51	0.540000	1
28	0.540000	1
29	0.540000	1
62	0.540000	1
63	0.540000	1
32	0.540000	2
2	0.540000	2
3	0.540000	2
37	0.540000	2
12	0.540000	2
46	0.540000	2
58	0.540000	2
60	0.540000	2
30	0.540000	2
13	0.540000	3
14	0.540000	3
15	0.540000	3
48	0.540000	3
49	0.540000	3
47	0.540000	3
41	0.540000	4
20	0.540000	4
54	0.540000	4
7	0.540000	4
16	0.540000	5
9	0.540000	5
50	0.540000	5
43	0.540000	5
4	0.540000	6
38	0.540000	6
11	0.540000	7
45	0.540000	7
18	0.540000	8
52	0.540000	8
19	0.540000	9
53	0.540000	9
21	0.540000	10
55	0.540000	10
56	0.540000	11
22	0.540000	11
57	0.540000	12
23	0.540000	12
27	0.540000	13
61	0.540000	13
5	0.540000	14
6	0.540000	15
8	0.540000	16
24	0.540000	17
25	0.540000	18
26	0.540000	19
31	0.540000	20
33	0.540000	21
39	0.540000	22
42	0.540000	23
59	0.540000	24

32	0.550000	1
2	0.550000	1
3	0.550000	1
37	0.550000	1
12	0.550000	1
46	0.550000	1
58	0.550000	1
30	0.550000	1
36	0.550000	2
40	0.550000	2
10	0.550000	2
44	0.550000	2
17	0.550000	2
28	0.550000	2
62	0.550000	2
0	0.550000	3
1	0.550000	3
34	0.550000	3
35	0.550000	3
41	0.550000	4
20	0.550000	4
54	0.550000	4
7	0.550000	4
16	0.550000	5
9	0.550000	5
50	0.550000	5
43	0.550000	5
49	0.550000	6
15	0.550000	6
13	0.550000	6
47	0.550000	6
11	0.550000	7
45	0.550000	7
48	0.550000	8
14	0.550000	8
18	0.550000	9
52	0.550000	9
19	0.550000	10
53	0.550000	10
21	0.550000	11
55	0.550000	11
56	0.550000	12
22	0.550000	12
57	0.550000	13
23	0.550000	13
27	0.550000	14
61	0.550000	14
29	0.550000	15
63	0.550000	15
4	0.550000	16
5	0.550000	17
6	0.550000	18
8	0.550000	19
24	0.550000	20
25	0.550000	21
26	0.550000	22
31	0.550000	23
33	0.550000	24
38	0.550000	25
39	0.550000	26
42	0.550000	27
51	0.550000	28
59	0.550000	29
60	0.550000	30

36	0.560000	1
40	0.560000	1
10	0.560000	1
44	0.560000	1
17	0.560000	1
28	0.560000	1
62	0.560000	1
2	0.560000	2
3	0.560000	2
37	0.560000	2
12	0.560000	2
46	0.560000	2
58	0.560000	2
0	0.560000	3
1	0.560000	3
34	0.560000	3
35	0.560000	3
41	0.560000	4
20	0.560000	4
54	0.560000	4
7	0.560000	4
16	0.560000	5
9	0.560000	5
50	0.560000	5
43	0.560000	5
11	0.560000	6
45	0.560000	6
13	0.560000	7
47	0.560000	7
48	0.560000	8
14	0.560000	8
49	0.560000	9
15	0.560000	9
18	0.560000	10
52	0.560000	10
19	0.560000	11
53	0.560000	11
56	0.560000	12
22	0.560000	12
57	0.560000	13
23	0.560000	13
27	0.560000	14
61	0.560000	14
29	0.560000	15
63	0.560000	15
4	0.560000	16
5	0.560000	17
6	0.560000	18
8	0.560000	19
21	0.560000	20
24	0.560000	21
25	0.560000	22
26	0.560000	23
30	0.560000	24
31	0.560000	25
32	0.560000	26
33	0.560000	27
38	0.560000	28
39	0.560000	29
42	0.560000	30
51	0.560000	31
55	0.560000	32
59	0.560000	33
60	0.560000	34

2	0.570000	1
3	0.570000	1
37	0.570000	1
12	0.570000	1
46	0.570000	1
58	0.570000	1
0	0.570000	2
1	0.570000	2
34	0.570000	2
35	0.570000	2
41	0.570000	3
20	0.570000	3
54	0.570000	3
7	0.570000	3
16	0.570000	4
9	0.570000	4
50	0.570000	4
43	0.570000	4
40	0.570000	5
10	0.570000	5
44	0.570000	5
17	0.570000	6
28	0.570000	6
62	0.570000	6
11	0.570000	7
45	0.570000	7
13	0.570000	8
47	0.570000	8
48	0.570000	9
14	0.570000	9
49	0.570000	10
15	0.570000	10
18	0.570000	11
52	0.570000	11
19	0.570000	12
53	0.570000	12
56	0.570000	13
22	0.570000	13
57	0.570000	14
23	0.570000	14
27	0.570000	15
61	0.570000	15
29	0.570000	16
63	0.570000	16
4	0.570000	17
5	0.570000	18
6	0.570000	19
8	0.570000	20
21	0.570000	21
24	0.570000	22
25	0.570000	23
26	0.570000	24
30	0.570000	25
31	0.570000	26
32	0.570000	27
33	0.570000	28
36	0.570000	29
38	0.570000	30
39	0.570000	31
42	0.570000	32
51	0.570000	33
55	0.570000	34
59	0.570000	35
60	0.570000	36

2	0.580000	1
3	0.580000	1
12	0.580000	1
37	0.580000	1
46	0.580000	1
41	0.580000	2
20	0.580000	2
54	0.580000	2
7	0.580000	2
16	0.580000	3
9	0.580000	3
50	0.580000	3
43	0.580000	3
17	0.580000	4
28	0.580000	4
62	0.580000	4
0	0.580000	5
34	0.580000	5
1	0.580000	6
35	0.580000	6
10	0.580000	7
44	0.580000	7
11	0.580000	8
45	0.580000	8
13	0.580000	9
47	0.580000	9
48	0.580000	10
14	0.580000	10
49	0.580000	11
15	0.580000	11
18	0.580000	12
52	0.580000	12
19	0.580000	13
53	0.580000	13
56	0.580000	14
22	0.580000	14
57	0.580000	15
23	0.580000	15
27	0.580000	16
61	0.580000	16
29	0.580000	17
63	0.580000	17
4	0.580000	18
5	0.580000	19
6	0.580000	20
8	0.580000	21
21	0.580000	22
24	0.580000	23
25	0.580000	24
26	0.580000	25
30	0.580000	26
31	0.580000	27
32	0.580000	28
33	0.580000	29
36	0.580000	30
38	0.580000	31
39	0.580000	32
40	0.580000	33
42	0.580000	34
51	0.580000	35
55	0.580000	36
58	0.580000	37
59	0.580000	38
60	0.580000	39

41	0.590000	1
20	0.590000	1
54	0.590000	1
7	0.590000	1
16	0.590000	2
9	0.590000	2
50	0.590000	2
43	0.590000	2
17	0.590000	3
28	0.590000	3
62	0.590000	3
0	0.590000	4
34	0.590000	4
1	0.590000	5
35	0.590000	5
2	0.590000	6
3	0.590000	6
10	0.590000	7
44	0.590000	7
11	0.590000	8
45	0.590000	8
13	0.590000	9
47	0.590000	9
48	0.590000	10
14	0.590000	10
49	0.590000	11
15	0.590000	11
18	0.590000	12
52	0.590000	12
19	0.590000	13
53	0.590000	13
56	0.590000	14
22	0.590000	14
57	0.590000	15
23	0.590000	15
27	0.590000	16
61	0.590000	16
29	0.590000	17
63	0.590000	17
37	0.590000	18
46	0.590000	18
4	0.590000	19
5	0.590000	20
6	0.590000	21
8	0.590000	22
12	0.590000	23
21	0.590000	24
24	0.590000	25
25	0.590000	26
26	0.590000	27
30	0.590000	28
31	0.590000	29
32	0.590000	30
33	0.590000	31
36	0.590000	32
38	0.590000	33
39	0.590000	34
40	0.590000	35
42	0.590000	36
51	0.590000	37
55	0.590000	38
58	0.590000	39
59	0.590000	40
60	0.590000	41

41	0.600000	1
20	0.600000	1
54	0.600000	1
7	0.600000	1
16	0.600000	2
9	0.600000	2
50	0.600000	2
43	0.600000	2
1	0.600000	3
35	0.600000	3
2	0.600000	4
3	0.600000	4
10	0.600000	5
44	0.600000	5
11	0.600000	6
45	0.600000	6
13	0.600000	7
47	0.600000	7
48	0.600000	8
14	0.600000	8
49	0.600000	9
15	0.600000	9
17	0.600000	10
28	0.600000	10
18	0.600000	11
52	0.600000	11
19	0.600000	12
53	0.600000	12
57	0.600000	13
23	0.600000	13
27	0.600000	14
61	0.600000	14
29	0.600000	15
63	0.600000	15
37	0.600000	16
46	0.600000	16
0	0.600000	17
4	0.600000	18
5	0.600000	19
6	0.600000	20
8	0.600000	21
12	0.600000	22
21	0.600000	23
22	0.600000	24
24	0.600000	25
25	0.600000	26
26	0.600000	27
30	0.600000	28
31	0.600000	29
32	0.600000	30
33	0.600000	31
34	0.600000	32
36	0.600000	33
38	0.600000	34
39	0.600000	35
40	0.600000	36
42	0.600000	37
51	0.600000	38
55	0.600000	39
56	0.600000	40
58	0.600000	41
59	0.600000	42
60	0.600000	43
62	0.600000	44

16	0.610000	1
9	0.610000	1
43	0.610000	1
2	0.610000	2
3	0.610000	2
41	0.610000	3
7	0.610000	3
10	0.610000	4
44	0.610000	4
11	0.610000	5
45	0.610000	5
13	0.610000	6
47	0.610000	6
49	0.610000	7
15	0.610000	7
17	0.610000	8
28	0.610000	8
18	0.610000	9
52	0.610000	9
19	0.610000	10
53	0.610000	10
20	0.610000	11
54	0.610000	11
57	0.610000	12
23	0.610000	12
27	0.610000	13
61	0.610000	13
29	0.610000	14
63	0.610000	14
37	0.610000	15
46	0.610000	15
0	0.610000	16
1	0.610000	17
4	0.610000	18
5	0.610000	19
6	0.610000	20
8	0.610000	21
12	0.610000	22
14	0.610000	23
21	0.610000	24
22	0.610000	25
24	0.610000	26
25	0.610000	27
26	0.610000	28
30	0.610000	29
31	0.610000	30
32	0.610000	31
33	0.610000	32
34	0.610000	33
35	0.610000	34
36	0.610000	35
38	0.610000	36
39	0.610000	37
40	0.610000	38
42	0.610000	39
48	0.610000	40
50	0.610000	41
51	0.610000	42
55	0.610000	43
56	0.610000	44
58	0.610000	45
59	0.610000	46
60	0.610000	47
62	0.610000	48

16	0.620000	1
9	0.620000	1
43	0.620000	1
2	0.620000	2
3	0.620000	2
41	0.620000	3
7	0.620000	3
10	0.620000	4
44	0.620000	4
11	0.620000	5
45	0.620000	5
13	0.620000	6
47	0.620000	6
49	0.620000	7
15	0.620000	7
17	0.620000	8
28	0.620000	8
18	0.620000	9
52	0.620000	9
19	0.620000	10
53	0.620000	10
20	0.620000	11
54	0.620000	11
57	0.620000	12
23	0.620000	12
27	0.620000	13
61	0.620000	13
29	0.620000	14
63	0.620000	14
37	0.620000	15
46	0.620000	15
0	0.620000	16
1	0.620000	17
4	0.620000	18
5	0.620000	19
6	0.620000	20
8	0.620000	21
12	0.620000	22
14	0.620000	23
21	0.620000	24
22	0.620000	25
24	0.620000	26
25	0.620000	27
26	0.620000	28
30	0.620000	29
31	0.620000	30
32	0.620000	31
33	0.620000	32
34	0.620000	33
35	0.620000	34
36	0.620000	35
38	0.620000	36
39	0.620000	37
40	0.620000	38
42	0.620000	39
48	0.620000	40
50	0.620000	41
51	0.620000	42
55	0.620000	43
56	0.620000	44
58	0.620000	45
59	0.620000	46
60	0.620000	47
62	0.620000	48

16	0.630000	1
9	0.630000	1
43	0.630000	1
2	0.630000	2
3	0.630000	2
41	0.630000	3
7	0.630000	3
10	0.630000	4
44	0.630000	4
11	0.630000	5
45	0.630000	5
49	0.630000	6
15	0.630000	6
18	0.630000	7
52	0.630000	7
19	0.630000	8
53	0.630000	8
20	0.630000	9
54	0.630000	9
57	0.630000	10
23	0.630000	10
27	0.630000	11
61	0.630000	11
29	0.630000	12
63	0.630000	12
0	0.630000	13
1	0.630000	14
4	0.630000	15
5	0.630000	16
6	0.630000	17
8	0.630000	18
12	0.630000	19
13	0.630000	20
14	0.630000	21
17	0.630000	22
21	0.630000	23
22	0.630000	24
24	0.630000	25
25	0.630000	26
26	0.630000	27
28	0.630000	28
30	0.630000	29
31	0.630000	30
32	0.630000	31
33	0.630000	32
34	0.630000	33
35	0.630000	34
36	0.630000	35
37	0.630000	36
38	0.630000	37
39	0.630000	38
40	0.630000	39
42	0.630000	40
46	0.630000	41
47	0.630000	42
48	0.630000	43
50	0.630000	44
51	0.630000	45
55	0.630000	46
56	0.630000	47
58	0.630000	48
59	0.630000	49
60	0.630000	50
62	0.630000	51

2	0.640000	1
3	0.640000	1
41	0.640000	2
7	0.640000	2
16	0.640000	3
9	0.640000	3
10	0.640000	4
44	0.640000	4
11	0.640000	5
45	0.640000	5
49	0.640000	6
15	0.640000	6
18	0.640000	7
52	0.640000	7
19	0.640000	8
53	0.640000	8
20	0.640000	9
54	0.640000	9
57	0.640000	10
23	0.640000	10
29	0.640000	11
63	0.640000	11
0	0.640000	12
1	0.640000	13
4	0.640000	14
5	0.640000	15
6	0.640000	16
8	0.640000	17
12	0.640000	18
13	0.640000	19
14	0.640000	20
17	0.640000	21
21	0.640000	22
22	0.640000	23
24	0.640000	24
25	0.640000	25
26	0.640000	26
27	0.640000	27
28	0.640000	28
30	0.640000	29
31	0.640000	30
32	0.640000	31
33	0.640000	32
34	0.640000	33
35	0.640000	34
36	0.640000	35
37	0.640000	36
38	0.640000	37
39	0.640000	38
40	0.640000	39
42	0.640000	40
43	0.640000	41
46	0.640000	42
47	0.640000	43
48	0.640000	44
50	0.640000	45
51	0.640000	46
55	0.640000	47
56	0.640000	48
58	0.640000	49
59	0.640000	50
60	0.640000	51
61	0.640000	52
62	0.640000	53

2	0.650000	1
3	0.650000	1
41	0.650000	2
7	0.650000	2
16	0.650000	3
9	0.650000	3
11	0.650000	4
45	0.650000	4
49	0.650000	5
15	0.650000	5
18	0.650000	6
52	0.650000	6
19	0.650000	7
53	0.650000	7
20	0.650000	8
54	0.650000	8
57	0.650000	9
23	0.650000	9
29	0.650000	10
63	0.650000	10
0	0.650000	11
1	0.650000	12
4	0.650000	13
5	0.650000	14
6	0.650000	15
8	0.650000	16
10	0.650000	17
12	0.650000	18
13	0.650000	19
14	0.650000	20
17	0.650000	21
21	0.650000	22
22	0.650000	23
24	0.650000	24
25	0.650000	25
26	0.650000	26
27	0.650000	27
28	0.650000	28
30	0.650000	29
31	0.650000	30
32	0.650000	31
33	0.650000	32
34	0.650000	33
35	0.650000	34
36	0.650000	35
37	0.650000	36
38	0.650000	37
39	0.650000	38
40	0.650000	39
42	0.650000	40
43	0.650000	41
44	0.650000	42
46	0.650000	43
47	0.650000	44
48	0.650000	45
50	0.650000	46
51	0.650000	47
55	0.650000	48
56	0.650000	49
58	0.650000	50
59	0.650000	51
60	0.650000	52
61	0.650000	53
62	0.650000	54

2	0.660000	1
3	0.660000	1
41	0.660000	2
7	0.660000	2
11	0.660000	3
45	0.660000	3
49	0.660000	4
15	0.660000	4
18	0.660000	5
52	0.660000	5
19	0.660000	6
53	0.660000	6
20	0.660000	7
54	0.660000	7
57	0.660000	8
23	0.660000	8
0	0.660000	9
1	0.660000	10
4	0.660000	11
5	0.660000	12
6	0.660000	13
8	0.660000	14
9	0.660000	15
10	0.660000	16
12	0.660000	17
13	0.660000	18
14	0.660000	19
16	0.660000	20
17	0.660000	21
21	0.660000	22
22	0.660000	23
24	0.660000	24
25	0.660000	25
26	0.660000	26
27	0.660000	27
28	0.660000	28
29	0.660000	29
30	0.660000	30
31	0.660000	31
32	0.660000	32
33	0.660000	33
34	0.660000	34
35	0.660000	35
36	0.660000	36
37	0.660000	37
38	0.660000	38
39	0.660000	39
40	0.660000	40
42	0.660000	41
43	0.660000	42
44	0.660000	43
46	0.660000	44
47	0.660000	45
48	0.660000	46
50	0.660000	47
51	0.660000	48
55	0.660000	49
56	0.660000	50
58	0.660000	51
59	0.660000	52
60	0.660000	53
61	0.660000	54
62	0.660000	55
63	0.660000	56

2	0.670000	1
3	0.670000	1
41	0.670000	2
7	0.670000	2
11	0.670000	3
45	0.670000	3
49	0.670000	4
15	0.670000	4
18	0.670000	5
52	0.670000	5
19	0.670000	6
53	0.670000	6
20	0.670000	7
54	0.670000	7
57	0.670000	8
23	0.670000	8
0	0.670000	9
1	0.670000	10
4	0.670000	11
5	0.670000	12
6	0.670000	13
8	0.670000	14
9	0.670000	15
10	0.670000	16
12	0.670000	17
13	0.670000	18
14	0.670000	19
16	0.670000	20
17	0.670000	21
21	0.670000	22
22	0.670000	23
24	0.670000	24
25	0.670000	25
26	0.670000	26
27	0.670000	27
28	0.670000	28
29	0.670000	29
30	0.670000	30
31	0.670000	31
32	0.670000	32
33	0.670000	33
34	0.670000	34
35	0.670000	35
36	0.670000	36
37	0.670000	37
38	0.670000	38
39	0.670000	39
40	0.670000	40
42	0.670000	41
43	0.670000	42
44	0.670000	43
46	0.670000	44
47	0.670000	45
48	0.670000	46
50	0.670000	47
51	0.670000	48
55	0.670000	49
56	0.670000	50
58	0.670000	51
59	0.670000	52
60	0.670000	53
61	0.670000	54
62	0.670000	55
63	0.670000	56

2	0.680000	1
3	0.680000	1
41	0.680000	2
7	0.680000	2
49	0.680000	3
15	0.680000	3
18	0.680000	4
52	0.680000	4
19	0.680000	5
53	0.680000	5
20	0.680000	6
54	0.680000	6
57	0.680000	7
23	0.680000	7
0	0.680000	8
1	0.680000	9
4	0.680000	10
5	0.680000	11
6	0.680000	12
8	0.680000	13
9	0.680000	14
10	0.680000	15
11	0.680000	16
12	0.680000	17
13	0.680000	18
14	0.680000	19
16	0.680000	20
17	0.680000	21
21	0.680000	22
22	0.680000	23
24	0.680000	24
25	0.680000	25
26	0.680000	26
27	0.680000	27
28	0.680000	28
29	0.680000	29
30	0.680000	30
31	0.680000	31
32	0.680000	32
33	0.680000	33
34	0.680000	34
35	0.680000	35
36	0.680000	36
37	0.680000	37
38	0.680000	38
39	0.680000	39
40	0.680000	40
42	0.680000	41
43	0.680000	42
44	0.680000	43
45	0.680000	44
46	0.680000	45
47	0.680000	46
48	0.680000	47
50	0.680000	48
51	0.680000	49
55	0.680000	50
56	0.680000	51
58	0.680000	52
59	0.680000	53
60	0.680000	54
61	0.680000	55
62	0.680000	56
63	0.680000	57

41	0.690000	1
7	0.690000	1
49	0.690000	2
15	0.690000	2
18	0.690000	3
52	0.690000	3
19	0.690000	4
53	0.690000	4
20	0.690000	5
54	0.690000	5
57	0.690000	6
23	0.690000	6
0	0.690000	7
1	0.690000	8
2	0.690000	9
3	0.690000	10
4	0.690000	11
5	0.690000	12
6	0.690000	13
8	0.690000	14
9	0.690000	15
10	0.690000	16
11	0.690000	17
12	0.690000	18
13	0.690000	19
14	0.690000	20
16	0.690000	21
17	0.690000	22
21	0.690000	23
22	0.690000	24
24	0.690000	25
25	0.690000	26
26	0.690000	27
27	0.690000	28
28	0.690000	29
29	0.690000	30
30	0.690000	31
31	0.690000	32
32	0.690000	33
33	0.690000	34
34	0.690000	35
35	0.690000	36
36	0.690000	37
37	0.690000	38
38	0.690000	39
39	0.690000	40
40	0.690000	41
42	0.690000	42
43	0.690000	43
44	0.690000	44
45	0.690000	45
46	0.690000	46
47	0.690000	47
48	0.690000	48
50	0.690000	49
51	0.690000	50
55	0.690000	51
56	0.690000	52
58	0.690000	53
59	0.690000	54
60	0.690000	55
61	0.690000	56
62	0.690000	57
63	0.690000	58

41	0.700000	1
7	0.700000	1
57	0.700000	2
23	0.700000	2
0	0.700000	3
1	0.700000	4
2	0.700000	5
3	0.700000	6
4	0.700000	7
5	0.700000	8
6	0.700000	9
8	0.700000	10
9	0.700000	11
10	0.700000	12
11	0.700000	13
12	0.700000	14
13	0.700000	15
14	0.700000	16
15	0.700000	17
16	0.700000	18
17	0.700000	19
18	0.700000	20
19	0.700000	21
20	0.700000	22
21	0.700000	23
22	0.700000	24
24	0.700000	25
25	0.700000	26
26	0.700000	27
27	0.700000	28
28	0.700000	29
29	0.700000	30
30	0.700000	31
31	0.700000	32
32	0.700000	33
33	0.700000	34
34	0.700000	35
35	0.700000	36
36	0.700000	37
37	0.700000	38
38	0.700000	39
39	0.700000	40
40	0.700000	41
42	0.700000	42
43	0.700000	43
44	0.700000	44
45	0.700000	45
46	0.700000	46
47	0.700000	47
48	0.700000	48
49	0.700000	49
50	0.700000	50
51	0.700000	51
52	0.700000	52
53	0.700000	53
54	0.700000	54
55	0.700000	55
56	0.700000	56
58	0.700000	57
59	0.700000	58
60	0.700000	59
61	0.700000	60
62	0.700000	61
63	0.700000	62

41	0.710000	1
7	0.710000	1
0	0.710000	2
1	0.710000	3
2	0.710000	4
3	0.710000	5
4	0.710000	6
5	0.710000	7
6	0.710000	8
8	0.710000	9
9	0.710000	10
10	0.710000	11
11	0.710000	12
12	0.710000	13
13	0.710000	14
14	0.710000	15
15	0.710000	16
16	0.710000	17
17	0.710000	18
18	0.710000	19
19	0.710000	20
20	0.710000	21
21	0.710000	22
22	0.710000	23
23	0.710000	24
24	0.710000	25
25	0.710000	26
26	0.710000	27
27	0.710000	28
28	0.710000	29
29	0.710000	30
30	0.710000	31
31	0.710000	32
32	0.710000	33
33	0.710000	34
34	0.710000	35
35	0.710000	36
36	0.710000	37
37	0.710000	38
38	0.710000	39
39	0.710000	40
40	0.710000	41
42	0.710000	42
43	0.710000	43
44	0.710000	44
45	0.710000	45
46	0.710000	46
47	0.710000	47
48	0.710000	48
49	0.710000	49
50	0.710000	50
51	0.710000	51
52	0.710000	52
53	0.710000	53
54	0.710000	54
55	0.710000	55
56	0.710000	56
57	0.710000	57
58	0.710000	58
59	0.710000	59
60	0.710000	60
61	0.710000	61
62	0.710000	62
63	0.710000	63

41	0.720000	1
7	0.720000	1
0	0.720000	2
1	0.720000	3
2	0.720000	4
3	0.720000	5
4	0.720000	6
5	0.720000	7
6	0.720000	8
8	0.720000	9
9	0.720000	10
10	0.720000	11
11	0.720000	12
12	0.720000	13
13	0.720000	14
14	0.720000	15
15	0.720000	16
16	0.720000	17
17	0.720000	18
18	0.720000	19
19	0.720000	20
20	0.720000	21
21	0.720000	22
22	0.720000	23
23	0.720000	24
24	0.720000	25
25	0.720000	26
26	0.720000	27
27	0.720000	28
28	0.720000	29
29	0.720000	30
30	0.720000	31
31	0.720000	32
32	0.720000	33
33	0.720000	34
34	0.720000	35
35	0.720000	36
36	0.720000	37
37	0.720000	38
38	0.720000	39
39	0.720000	40
40	0.720000	41
42	0.720000	42
43	0.720000	43
